City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Ginir,ET,7.1333,40.7,61.52,77,67,3.22,broken clouds
695,Vadlapudi,IN,14.3167,79.8,89.55,54,30,8.5,scattered clouds
696,Talara,PE,-4.5772,-81.2719,74.37,73,100,12.41,overcast clouds
697,Mutum,BR,-19.8,-41.4383,69.94,93,73,1.43,broken clouds
698,Maralal,KE,1.0968,36.698,59.38,85,31,4.12,scattered clouds
699,Tetouan,MA,35.5711,-5.3724,48.97,81,100,2.3,overcast clouds
700,Mali,GN,12.079,-12.2982,64.53,32,0,4.54,clear sky
701,Goure,NE,13.9835,10.2704,68.18,15,0,11.14,clear sky
702,Tromso,NO,69.6496,18.957,26.62,74,75,18.41,broken clouds
703,San Borja,BO,-14.8167,-66.85,65.32,96,100,5.77,moderate rain
704,Caraquet,CA,47.7941,-64.9386,30.74,99,100,3.71,light snow
705,Morrope,PE,-6.5417,-80.0111,72.79,69,98,11.81,overcast clouds
706,Dwarka,IN,22.2394,68.9678,81.91,58,29,8.57,scattered clouds
707,New Richmond,US,45.123,-92.5366,30.0,54,0,21.85,clear sky
708,Mantenopolis,BR,-18.8625,-41.1228,68.05,96,70,3.58,broken clouds
709,Chicama,PE,-7.8447,-79.1469,66.74,76,99,4.92,overcast clouds
710,Greifswald,DE,54.1,13.3833,44.08,82,10,15.39,clear sky
711,Aneho,TG,6.2333,1.6,84.4,82,49,8.39,scattered clouds
712,Tres Arroyos,AR,-38.3739,-60.2798,60.12,93,100,14.7,overcast clouds
713,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.74,98,100,0.98,overcast clouds
714,Gambela,ET,8.25,34.5833,79.2,45,33,2.24,scattered clouds
715,Bonavista,CA,48.6499,-53.1147,29.7,92,100,10.56,overcast clouds
716,Borova,UA,50.1763,30.1043,40.33,80,3,9.91,clear sky
717,Naro Moru,KE,-0.1676,37.0213,55.26,93,37,5.06,scattered clouds
718,Kamenka,RU,51.3223,42.7678,27.93,98,100,6.91,overcast clouds
719,Iroquois Falls,CA,48.7669,-80.6831,27.64,99,100,3.15,overcast clouds
720,Greenville,US,35.6127,-77.3663,60.75,55,100,9.22,overcast clouds
721,Ravar,IR,31.2656,56.8055,72.61,18,0,18.86,clear sky
722,Botwood,CA,49.1499,-55.3482,29.89,88,100,8.79,overcast clouds
723,Dolores,AR,-36.3132,-57.6792,61.81,87,87,13.98,overcast clouds
724,Bongandanga,CD,1.5,21.05,70.65,98,100,2.42,overcast clouds
725,Yabrud,SY,33.9674,36.6574,31.96,58,1,2.8,clear sky
726,Koungou,YT,-12.7336,45.2042,78.51,94,0,3.44,clear sky
727,Qeshm,IR,26.9581,56.2719,69.67,72,0,5.88,clear sky
728,Tingi,TZ,-11.3,35.0333,63.59,95,96,3.51,overcast clouds
729,Ambanja,MG,-13.6833,48.45,78.73,86,26,2.8,scattered clouds
730,Gornopravdinsk,RU,60.05,69.9,12.58,88,12,9.4,few clouds
